,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Datetime,Month,Count post,,Category,Score,Count,Reaction Type,,,Month,Count post
5558,1987b43d-bcb9-4ab0-8634-ef3623928e94,heart,28/9/20 12:53,photo,education,positive,60,,9/28/2020,9,2022,,,,,,,,,
5559,1987b43d-bcb9-4ab0-8634-ef3623928e94,peeking,10/1/2021 7:51,photo,education,neutral,35,,1/10/2021,1,2126,,,,,,,,,
5560,1987b43d-bcb9-4ab0-8634-ef3623928e94,peeking,24/11/20 15:22,photo,education,neutral,35,,11/24/2020,11,2034,,,,,,,,,
5561,1987b43d-bcb9-4ab0-8634-ef3623928e94,dislike,27/8/20 3:26,photo,education,negative,10,,8/27/2020,8,2114,,,,,,,,,
5562,1987b43d-bcb9-4ab0-8634-ef3623928e94,love,14/5/21 3:12,photo,education,positive,65,,5/14/2021,5,2138,,,,,,,,,
5563,1987b43d-bcb9-4ab0-8634-ef3623928e94,cherish,3/3/2021 2:30,photo,education,positive,70,,3/3/2021,3,2012,,,,,,,,,
5564,1987b43d-bcb9-4ab0-8634-ef3623928e94,cherish,28/10/20 21:22,photo,education,positive,70,,10/28/2020,10,2056,,,,,,,,,
5565,1987b43d-bcb9-4ab0-8634-ef3623928e94,heart,16/7/20 4:35,photo,education,positive,60,,7/16/2020,7,2070,,,,,,,,,
5566,1987b43d-bcb9-4ab0-8634-ef3623928e94,cherish,5/12/2020 19:27,photo,education,positive,70,,12/5/2020,12,2092,,,,,,,,,
5567,1987b43d-bcb9-4ab0-8634-ef3623928e94,super love,28/8/20 9:36,photo,education,positive,75,,8/28/2020,8,2114,,,,,,,,,
5568,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,15/4/21 12:14,photo,education,positive,72,,4/15/2021,4,1974,,,,,,,,,
5569,1987b43d-bcb9-4ab0-8634-ef3623928e94,peeking,17/2/21 18:29,photo,education,neutral,35,,2/17/2021,2,1914,,,,,,,,,
5570,1987b43d-bcb9-4ab0-8634-ef3623928e94,love,30/8/20 12:12,photo,education,positive,65,,8/30/2020,8,2114,,,,,,,,,
5571,1987b43d-bcb9-4ab0-8634-ef3623928e94,like,26/4/21 19:21,photo,education,positive,50,,4/26/2021,4,1974,,,,,,,,,
5572,1987b43d-bcb9-4ab0-8634-ef3623928e94,love,7/12/2020 2:47,photo,education,positive,65,,12/7/2020,12,2092,,,,,,,,,
5573,1987b43d-bcb9-4ab0-8634-ef3623928e94,want,27/6/20 17:00,photo,education,positive,70,,6/27/2020,6,2021,,,,,,,,,
5574,1987b43d-bcb9-4ab0-8634-ef3623928e94,dislike,26/9/20 11:17,photo,education,negative,10,,9/26/2020,9,2022,,,,,,,,,
5575,1987b43d-bcb9-4ab0-8634-ef3623928e94,dislike,14/12/20 18:04,photo,education,negative,10,,12/14/2020,12,2092,,,,,,,,,
5576,1987b43d-bcb9-4ab0-8634-ef3623928e94,disgust,30/10/20 20:00,photo,education,negative,0,,10/30/2020,10,2056,,,,,,,,,
5577,1987b43d-bcb9-4ab0-8634-ef3623928e94,heart,12/10/2020 8:23,photo,education,positive,60,,10/12/2020,10,2056,,,,,,,,,
5578,1987b43d-bcb9-4ab0-8634-ef3623928e94,heart,10/4/2021 5:12,photo,education,positive,60,,4/10/2021,4,1974,,,,,,,,,
5579,1987b43d-bcb9-4ab0-8634-ef3623928e94,love,21/10/20 13:20,photo,education,positive,65,,10/21/2020,10,2056,,,,,,,,,
5580,1987b43d-bcb9-4ab0-8634-ef3623928e94,interested,10/4/2021 8:26,photo,education,positive,30,,4/10/2021,4,1974,,,,,,,,,
5581,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,29/11/20 17:08,photo,education,positive,72,,11/29/2020,11,2034,,,,,,,,,
5582,1987b43d-bcb9-4ab0-8634-ef3623928e94,worried,12/7/2020 6:55,photo,education,negative,12,,7/12/2020,7,2070,,,,,,,,,
5583,1987b43d-bcb9-4ab0-8634-ef3623928e94,indifferent,9/12/2020 19:46,photo,education,neutral,20,,12/9/2020,12,2092,,,,,,,,,
5584,1987b43d-bcb9-4ab0-8634-ef3623928e94,love,20/2/21 16:47,photo,education,positive,65,,2/20/2021,2,1914,,,,,,,,,
5585,1987b43d-bcb9-4ab0-8634-ef3623928e94,heart,17/11/20 23:24,photo,education,positive,60,,11/17/2020,11,2034,,,,,,,,,
5586,1987b43d-bcb9-4ab0-8634-ef3623928e94,worried,22/8/20 13:55,photo,education,negative,12,,8/22/2020,8,2114,,,,,,,,,
5587,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,29/6/20 6:13,photo,education,positive,72,,6/29/2020,6,2021,,,,,,,,,
5588,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,29/3/21 10:52,video,fitness,positive,75,,3/29/2021,3,2012,,,,,,,,,
5589,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,26/9/20 2:28,video,fitness,positive,75,,9/26/2020,9,2022,,,,,,,,,
5590,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,22/12/20 17:28,video,fitness,positive,75,,12/22/2020,12,2092,,,,,,,,,
5591,1a69604e-95a0-4b91-8051-f3730b7e009b,like,1/7/2020 12:31,video,fitness,positive,50,,7/1/2020,7,2070,,,,,,,,,
5592,1a69604e-95a0-4b91-8051-f3730b7e009b,like,6/12/2020 3:07,video,fitness,positive,50,,12/6/2020,12,2092,,,,,,,,,
5593,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,13/10/20 10:37,video,fitness,positive,75,,10/13/2020,10,2056,,,,,,,,,
5594,1a69604e-95a0-4b91-8051-f3730b7e009b,heart,10/4/2021 1:01,video,fitness,positive,60,,4/10/2021,4,1974,,,,,,,,,
5595,1a69604e-95a0-4b91-8051-f3730b7e009b,peeking,23/2/21 18:46,video,fitness,neutral,35,,2/23/2021,2,1914,,,,,,,,,
5596,1a69604e-95a0-4b91-8051-f3730b7e009b,love,25/4/21 13:01,video,fitness,positive,65,,4/25/2021,4,1974,,,,,,,,,
5597,1a69604e-95a0-4b91-8051-f3730b7e009b,indifferent,6/4/2021 18:44,video,fitness,neutral,20,,4/6/2021,4,1974,,,,,,,,,
5598,1a69604e-95a0-4b91-8051-f3730b7e009b,interested,28/7/20 0:48,video,fitness,positive,30,,7/28/2020,7,2070,,,,,,,,,
5599,1a69604e-95a0-4b91-8051-f3730b7e009b,heart,1/3/2021 17:36,video,fitness,positive,60,,3/1/2021,3,2012,,,,,,,,,
5600,3e64dfe3-e832-4352-a170-9806f64ac507,worried,31/10/20 3:59,audio,healthy eating,negative,12,,10/31/2020,10,2056,,,,,,,,,
5601,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,29/9/20 0:01,audio,healthy eating,negative,0,,9/29/2020,9,2022,,,,,,,,,
5602,3e64dfe3-e832-4352-a170-9806f64ac507,interested,20/12/20 22:25,audio,healthy eating,positive,30,,12/20/2020,12,2092,,,,,,,,,
5603,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,28/3/21 5:21,audio,healthy eating,negative,10,,3/28/2021,3,2012,,,,,,,,,
5604,3e64dfe3-e832-4352-a170-9806f64ac507,scared,21/7/20 16:56,audio,healthy eating,negative,15,,7/21/2020,7,2070,,,,,,,,,
5605,3e64dfe3-e832-4352-a170-9806f64ac507,love,6/11/2020 14:51,audio,healthy eating,positive,65,,11/6/2020,11,2034,,,,,,,,,
5606,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,16/8/20 22:19,audio,healthy eating,negative,0,,8/16/2020,8,2114,,,,,,,,,
5607,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,30/1/21 2:58,audio,healthy eating,negative,0,,1/30/2021,1,2126,,,,,,,,,
5608,3e64dfe3-e832-4352-a170-9806f64ac507,worried,26/5/21 15:41,audio,healthy eating,negative,12,,5/26/2021,5,2138,,,,,,,,,
5609,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,4/11/2020 17:51,audio,healthy eating,negative,0,,11/4/2020,11,2034,,,,,,,,,
5610,3e64dfe3-e832-4352-a170-9806f64ac507,super love,27/8/20 0:41,audio,healthy eating,positive,75,,8/27/2020,8,2114,,,,,,,,,
5611,3e64dfe3-e832-4352-a170-9806f64ac507,want,3/1/2021 10:02,audio,healthy eating,positive,70,,1/3/2021,1,2126,,,,,,,,,
5612,3e64dfe3-e832-4352-a170-9806f64ac507,indifferent,9/10/2020 7:31,audio,healthy eating,neutral,20,,10/9/2020,10,2056,,,,,,,,,
5613,3e64dfe3-e832-4352-a170-9806f64ac507,adore,20/6/20 17:24,audio,healthy eating,positive,72,,6/20/2020,6,2021,,,,,,,,,
5614,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,11/10/2020 14:04,audio,healthy eating,negative,10,,10/11/2020,10,2056,,,,,,,,,
5615,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,24/5/21 12:44,audio,healthy eating,negative,10,,5/24/2021,5,2138,,,,,,,,,
5616,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,6/12/2020 15:11,audio,healthy eating,negative,0,,12/6/2020,12,2092,,,,,,,,,
5617,3e64dfe3-e832-4352-a170-9806f64ac507,want,27/2/21 14:51,audio,healthy eating,positive,70,,2/27/2021,2,1914,,,,,,,,,
5618,3e64dfe3-e832-4352-a170-9806f64ac507,like,23/11/20 3:46,audio,healthy eating,positive,50,,11/23/2020,11,2034,,,,,,,,,
5619,3e64dfe3-e832-4352-a170-9806f64ac507,dislike,1/9/2020 1:35,audio,healthy eating,negative,10,,9/1/2020,9,2022,,,,,,,,,
5620,3e64dfe3-e832-4352-a170-9806f64ac507,hate,25/11/20 21:23,audio,healthy eating,negative,5,,11/25/2020,11,2034,,,,,,,,,
5621,3e64dfe3-e832-4352-a170-9806f64ac507,indifferent,25/6/20 15:36,audio,healthy eating,neutral,20,,6/25/2020,6,2021,,,,,,,,,
5622,3e64dfe3-e832-4352-a170-9806f64ac507,worried,3/7/2020 8:48,audio,healthy eating,negative,12,,7/3/2020,7,2070,,,,,,,,,
5623,3e64dfe3-e832-4352-a170-9806f64ac507,heart,21/3/21 1:42,audio,healthy eating,positive,60,,3/21/2021,3,2012,,,,,,,,,
5624,3e64dfe3-e832-4352-a170-9806f64ac507,like,26/9/20 15:16,audio,healthy eating,positive,50,,9/26/2020,9,2022,,,,,,,,,
5625,30c8a141-2c2e-4272-8854-ff5673509652,interested,12/3/2021 18:17,audio,culture,positive,30,,3/12/2021,3,2012,,,,,,,,,
5626,30c8a141-2c2e-4272-8854-ff5673509652,peeking,20/1/21 7:18,audio,culture,neutral,35,,1/20/2021,1,2126,,,,,,,,,
5627,30c8a141-2c2e-4272-8854-ff5673509652,interested,8/11/2020 16:42,audio,culture,positive,30,,11/8/2020,11,2034,,,,,,,,,
5628,30c8a141-2c2e-4272-8854-ff5673509652,dislike,11/7/2020 14:33,audio,culture,negative,10,,7/11/2020,7,2070,,,,,,,,,
5629,30c8a141-2c2e-4272-8854-ff5673509652,heart,12/3/2021 14:23,audio,culture,positive,60,,3/12/2021,3,2012,,,,,,,,,
5630,30c8a141-2c2e-4272-8854-ff5673509652,dislike,10/1/2021 17:03,audio,culture,negative,10,,1/10/2021,1,2126,,,,,,,,,
5631,30c8a141-2c2e-4272-8854-ff5673509652,dislike,3/8/2020 19:40,audio,culture,negative,10,,8/3/2020,8,2114,,,,,,,,,
5632,30c8a141-2c2e-4272-8854-ff5673509652,adore,3/1/2021 20:32,audio,culture,positive,72,,1/3/2021,1,2126,,,,,,,,,
5633,30c8a141-2c2e-4272-8854-ff5673509652,hate,25/11/20 6:37,audio,culture,negative,5,,11/25/2020,11,2034,,,,,,,,,
5634,30c8a141-2c2e-4272-8854-ff5673509652,like,26/5/21 1:22,audio,culture,positive,50,,5/26/2021,5,2138,,,,,,,,,
5635,30c8a141-2c2e-4272-8854-ff5673509652,like,15/11/20 3:59,audio,culture,positive,50,,11/15/2020,11,2034,,,,,,,,,
5636,30c8a141-2c2e-4272-8854-ff5673509652,worried,30/5/21 19:03,audio,culture,negative,12,,5/30/2021,5,2138,,,,,,,,,
5637,30c8a141-2c2e-4272-8854-ff5673509652,scared,31/8/20 0:21,audio,culture,negative,15,,8/31/2020,8,2114,,,,,,,,,
5638,30c8a141-2c2e-4272-8854-ff5673509652,interested,9/5/2021 16:39,audio,culture,positive,30,,5/9/2021,5,2138,,,,,,,,,
5639,30c8a141-2c2e-4272-8854-ff5673509652,worried,10/11/2020 19:47,audio,culture,negative,12,,11/10/2020,11,2034,,,,,,,,,
5640,30c8a141-2c2e-4272-8854-ff5673509652,adore,3/8/2020 19:21,audio,culture,positive,72,,8/3/2020,8,2114,,,,,,,,,
5641,30c8a141-2c2e-4272-8854-ff5673509652,love,2/10/2020 23:02,audio,culture,positive,65,,10/2/2020,10,2056,,,,,,,,,
5642,d029d393-b80b-4a56-9450-7645ee42da07,like,14/12/20 1:55,video,healthy eating,positive,50,,12/14/2020,12,2092,,,,,,,,,
5643,d029d393-b80b-4a56-9450-7645ee42da07,hate,25/1/21 6:17,video,healthy eating,negative,5,,1/25/2021,1,2126,,,,,,,,,
5644,d029d393-b80b-4a56-9450-7645ee42da07,hate,28/2/21 9:46,video,healthy eating,negative,5,,2/28/2021,2,1914,,,,,,,,,
5645,d029d393-b80b-4a56-9450-7645ee42da07,heart,27/5/21 21:35,video,healthy eating,positive,60,,5/27/2021,5,2138,,,,,,,,,
5646,d029d393-b80b-4a56-9450-7645ee42da07,like,10/9/2020 17:14,video,healthy eating,positive,50,,9/10/2020,9,2022,,,,,,,,,
5647,d029d393-b80b-4a56-9450-7645ee42da07,intrigued,10/9/2020 10:44,video,healthy eating,positive,45,,9/10/2020,9,2022,,,,,,,,,
5648,d029d393-b80b-4a56-9450-7645ee42da07,adore,26/11/20 20:31,video,healthy eating,positive,72,,11/26/2020,11,2034,,,,,,,,,
5649,d029d393-b80b-4a56-9450-7645ee42da07,adore,29/9/20 15:42,video,healthy eating,positive,72,,9/29/2020,9,2022,,,,,,,,,
5650,d029d393-b80b-4a56-9450-7645ee42da07,peeking,22/6/20 9:59,video,healthy eating,neutral,35,,6/22/2020,6,2021,,,,,,,,,
5651,d029d393-b80b-4a56-9450-7645ee42da07,intrigued,12/7/2020 15:08,video,healthy eating,positive,45,,7/12/2020,7,2070,,,,,,,,,
5652,d029d393-b80b-4a56-9450-7645ee42da07,hate,31/8/20 0:29,video,healthy eating,negative,5,,8/31/2020,8,2114,,,,,,,,,
5653,d029d393-b80b-4a56-9450-7645ee42da07,hate,3/5/2021 0:12,video,healthy eating,negative,5,,5/3/2021,5,2138,,,,,,,,,
5654,d029d393-b80b-4a56-9450-7645ee42da07,like,26/5/21 6:29,video,healthy eating,positive,50,,5/26/2021,5,2138,,,,,,,,,
5655,d029d393-b80b-4a56-9450-7645ee42da07,like,9/5/2021 4:35,video,healthy eating,positive,50,,5/9/2021,5,2138,,,,,,,,,
5656,d029d393-b80b-4a56-9450-7645ee42da07,want,26/3/21 17:09,video,healthy eating,positive,70,,3/26/2021,3,2012,,,,,,,,,
5657,d029d393-b80b-4a56-9450-7645ee42da07,like,18/2/21 13:19,video,healthy eating,positive,50,,2/18/2021,2,1914,,,,,,,,,
5658,d029d393-b80b-4a56-9450-7645ee42da07,worried,23/5/21 22:22,video,healthy eating,negative,12,,5/23/2021,5,2138,,,,,,,,,
5659,d029d393-b80b-4a56-9450-7645ee42da07,want,7/3/2021 20:47,video,healthy eating,positive,70,,3/7/2021,3,2012,,,,,,,,,
5660,d029d393-b80b-4a56-9450-7645ee42da07,love,20/6/20 11:22,video,healthy eating,positive,65,,6/20/2020,6,2021,,,,,,,,,
5661,d029d393-b80b-4a56-9450-7645ee42da07,hate,14/2/21 6:50,video,healthy eating,negative,5,,2/14/2021,2,1914,,,,,,,,,
5662,d029d393-b80b-4a56-9450-7645ee42da07,hate,14/12/20 4:36,video,healthy eating,negative,5,,12/14/2020,12,2092,,,,,,,,,
5663,d029d393-b80b-4a56-9450-7645ee42da07,super love,1/3/2021 19:22,video,healthy eating,positive,75,,3/1/2021,3,2012,,,,,,,,,
5664,d029d393-b80b-4a56-9450-7645ee42da07,want,30/11/20 20:43,video,healthy eating,positive,70,,11/30/2020,11,2034,,,,,,,,,
5665,d029d393-b80b-4a56-9450-7645ee42da07,love,9/9/2020 19:16,video,healthy eating,positive,65,,9/9/2020,9,2022,,,,,,,,,
5666,d029d393-b80b-4a56-9450-7645ee42da07,interested,16/12/20 13:21,video,healthy eating,positive,30,,12/16/2020,12,2092,,,,,,,,,
5667,d029d393-b80b-4a56-9450-7645ee42da07,indifferent,23/2/21 5:28,video,healthy eating,neutral,20,,2/23/2021,2,1914,,,,,,,,,
5668,d029d393-b80b-4a56-9450-7645ee42da07,want,24/2/21 21:27,video,healthy eating,positive,70,,2/24/2021,2,1914,,,,,,,,,
5669,d029d393-b80b-4a56-9450-7645ee42da07,dislike,4/7/2020 5:26,video,healthy eating,negative,10,,7/4/2020,7,2070,,,,,,,,,
5670,d029d393-b80b-4a56-9450-7645ee42da07,disgust,20/12/20 23:55,video,healthy eating,negative,0,,12/20/2020,12,2092,,,,,,,,,
5671,d029d393-b80b-4a56-9450-7645ee42da07,interested,16/2/21 3:14,video,healthy eating,positive,30,,2/16/2021,2,1914,,,,,,,,,
5672,d029d393-b80b-4a56-9450-7645ee42da07,scared,1/7/2020 1:59,video,healthy eating,negative,15,,7/1/2020,7,2070,,,,,,,,,
5673,d029d393-b80b-4a56-9450-7645ee42da07,want,5/1/2021 2:01,video,healthy eating,positive,70,,1/5/2021,1,2126,,,,,,,,,
5674,4ce7258e-3777-42b4-af6a-dd8898c42cfd,dislike,26/8/20 23:18,photo,travel,negative,10,,8/26/2020,8,2114,,,,,,,,,
5675,4ce7258e-3777-42b4-af6a-dd8898c42cfd,like,15/5/21 4:51,photo,travel,positive,50,,5/15/2021,5,2138,,,,,,,,,
5676,4ce7258e-3777-42b4-af6a-dd8898c42cfd,like,26/2/21 7:43,photo,travel,positive,50,,2/26/2021,2,1914,,,,,,,,,
5677,4ce7258e-3777-42b4-af6a-dd8898c42cfd,want,25/3/21 18:59,photo,travel,positive,70,,3/25/2021,3,2012,,,,,,,,,
5678,4ce7258e-3777-42b4-af6a-dd8898c42cfd,love,1/12/2020 8:18,photo,travel,positive,65,,12/1/2020,12,2092,,,,,,,,,
5679,4ce7258e-3777-42b4-af6a-dd8898c42cfd,dislike,14/11/20 22:42,photo,travel,negative,10,,11/14/2020,11,2034,,,,,,,,,
5680,4ce7258e-3777-42b4-af6a-dd8898c42cfd,hate,5/5/2021 22:59,photo,travel,negative,5,,5/5/2021,5,2138,,,,,,,,,
5681,75747dd7-8dad-4f2f-9209-62765223f3af,disgust,26/12/20 8:11,photo,fitness,negative,0,,12/26/2020,12,2092,,,,,,,,,
5682,75747dd7-8dad-4f2f-9209-62765223f3af,adore,3/8/2020 21:31,photo,fitness,positive,72,,8/3/2020,8,2114,,,,,,,,,
5683,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,23/5/21 21:23,photo,fitness,negative,10,,5/23/2021,5,2138,,,,,,,,,
5684,75747dd7-8dad-4f2f-9209-62765223f3af,worried,24/7/20 18:13,photo,fitness,negative,12,,7/24/2020,7,2070,,,,,,,,,
5685,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,18/5/21 20:31,photo,fitness,negative,10,,5/18/2021,5,2138,,,,,,,,,
5686,75747dd7-8dad-4f2f-9209-62765223f3af,super love,5/1/2021 22:58,photo,fitness,positive,75,,1/5/2021,1,2126,,,,,,,,,
5687,75747dd7-8dad-4f2f-9209-62765223f3af,interested,13/6/21 11:42,photo,fitness,positive,30,,6/13/2021,6,2021,,,,,,,,,
5688,75747dd7-8dad-4f2f-9209-62765223f3af,scared,23/10/20 7:41,photo,fitness,negative,15,,10/23/2020,10,2056,,,,,,,,,
5689,75747dd7-8dad-4f2f-9209-62765223f3af,hate,26/1/21 18:45,photo,fitness,negative,5,,1/26/2021,1,2126,,,,,,,,,
5690,75747dd7-8dad-4f2f-9209-62765223f3af,adore,30/12/20 14:01,photo,fitness,positive,72,,12/30/2020,12,2092,,,,,,,,,
5691,75747dd7-8dad-4f2f-9209-62765223f3af,heart,26/10/20 5:47,photo,fitness,positive,60,,10/26/2020,10,2056,,,,,,,,,
5692,75747dd7-8dad-4f2f-9209-62765223f3af,like,8/6/2021 4:48,photo,fitness,positive,50,,6/8/2021,6,2021,,,,,,,,,
5693,75747dd7-8dad-4f2f-9209-62765223f3af,scared,26/7/20 10:23,photo,fitness,negative,15,,7/26/2020,7,2070,,,,,,,,,
5694,75747dd7-8dad-4f2f-9209-62765223f3af,super love,12/2/2021 16:20,photo,fitness,positive,75,,2/12/2021,2,1914,,,,,,,,,
5695,75747dd7-8dad-4f2f-9209-62765223f3af,adore,21/5/21 18:13,photo,fitness,positive,72,,5/21/2021,5,2138,,,,,,,,,
5696,75747dd7-8dad-4f2f-9209-62765223f3af,scared,14/12/20 5:43,photo,fitness,negative,15,,12/14/2020,12,2092,,,,,,,,,
5697,75747dd7-8dad-4f2f-9209-62765223f3af,indifferent,24/4/21 16:56,photo,fitness,neutral,20,,4/24/2021,4,1974,,,,,,,,,
5698,75747dd7-8dad-4f2f-9209-62765223f3af,super love,14/12/20 21:00,photo,fitness,positive,75,,12/14/2020,12,2092,,,,,,,,,
5699,75747dd7-8dad-4f2f-9209-62765223f3af,indifferent,23/12/20 13:03,photo,fitness,neutral,20,,12/23/2020,12,2092,,,,,,,,,
5700,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,28/11/20 1:05,photo,fitness,negative,10,,11/28/2020,11,2034,,,,,,,,,
5701,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,9/5/2021 17:30,photo,fitness,negative,10,,5/9/2021,5,2138,,,,,,,,,
5702,75747dd7-8dad-4f2f-9209-62765223f3af,adore,7/7/2020 22:01,photo,fitness,positive,72,,7/7/2020,7,2070,,,,,,,,,
5703,75747dd7-8dad-4f2f-9209-62765223f3af,adore,13/5/21 21:54,photo,fitness,positive,72,,5/13/2021,5,2138,,,,,,,,,
5704,75747dd7-8dad-4f2f-9209-62765223f3af,peeking,7/7/2020 6:51,photo,fitness,neutral,35,,7/7/2020,7,2070,,,,,,,,,
5705,75747dd7-8dad-4f2f-9209-62765223f3af,dislike,7/12/2020 5:08,photo,fitness,negative,10,,12/7/2020,12,2092,,,,,,,,,
5706,75747dd7-8dad-4f2f-9209-62765223f3af,peeking,2/3/2021 13:02,photo,fitness,neutral,35,,3/2/2021,3,2012,,,,,,,,,
5707,75747dd7-8dad-4f2f-9209-62765223f3af,worried,19/12/20 12:27,photo,fitness,negative,12,,12/19/2020,12,2092,,,,,,,,,
5708,75747dd7-8dad-4f2f-9209-62765223f3af,love,26/7/20 10:37,photo,fitness,positive,65,,7/26/2020,7,2070,,,,,,,,,
5709,75747dd7-8dad-4f2f-9209-62765223f3af,adore,25/10/20 20:10,photo,fitness,positive,72,,10/25/2020,10,2056,,,,,,,,,
5710,75747dd7-8dad-4f2f-9209-62765223f3af,super love,26/5/21 17:59,photo,fitness,positive,75,,5/26/2021,5,2138,,,,,,,,,
5711,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,cherish,10/4/2021 11:41,audio,studying,positive,70,,4/10/2021,4,1974,,,,,,,,,
5712,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,hate,22/11/20 20:58,audio,studying,negative,5,,11/22/2020,11,2034,,,,,,,,,
5713,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,heart,6/9/2020 9:17,audio,studying,positive,60,,9/6/2020,9,2022,,,,,,,,,
5714,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,love,23/12/20 23:47,audio,studying,positive,65,,12/23/2020,12,2092,,,,,,,,,
5715,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,30/10/20 19:16,audio,studying,negative,0,,10/30/2020,10,2056,,,,,,,,,
5716,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,want,19/8/20 12:23,audio,studying,positive,70,,8/19/2020,8,2114,,,,,,,,,
5717,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,29/6/20 11:21,audio,studying,positive,75,,6/29/2020,6,2021,,,,,,,,,
5718,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,peeking,17/2/21 4:54,audio,studying,neutral,35,,2/17/2021,2,1914,,,,,,,,,
5719,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,want,27/5/21 11:16,audio,studying,positive,70,,5/27/2021,5,2138,,,,,,,,,
5720,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,love,30/3/21 9:06,audio,studying,positive,65,,3/30/2021,3,2012,,,,,,,,,
5721,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,adore,23/6/20 7:48,audio,studying,positive,72,,6/23/2020,6,2021,,,,,,,,,
5722,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,11/6/2021 1:01,audio,studying,negative,0,,6/11/2021,6,2021,,,,,,,,,
5723,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,dislike,8/10/2020 22:42,audio,studying,negative,10,,10/8/2020,10,2056,,,,,,,,,
5724,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,want,9/10/2020 10:02,audio,studying,positive,70,,10/9/2020,10,2056,,,,,,,,,
5725,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,heart,19/7/20 4:04,audio,studying,positive,60,,7/19/2020,7,2070,,,,,,,,,
5726,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,cherish,13/8/20 6:36,audio,studying,positive,70,,8/13/2020,8,2114,,,,,,,,,
5727,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,3/5/2021 20:03,audio,studying,negative,0,,5/3/2021,5,2138,,,,,,,,,
5728,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,16/4/21 14:06,audio,studying,positive,75,,4/16/2021,4,1974,,,,,,,,,
5729,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,worried,5/2/2021 21:01,audio,studying,negative,12,,2/5/2021,2,1914,,,,,,,,,
5730,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,cherish,3/12/2020 22:13,audio,studying,positive,70,,12/3/2020,12,2092,,,,,,,,,
5731,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,hate,31/1/21 20:16,audio,studying,negative,5,,1/31/2021,1,2126,,,,,,,,,
5732,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,intrigued,15/1/21 15:48,audio,studying,positive,45,,1/15/2021,1,2126,,,,,,,,,
5733,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,love,17/9/20 3:16,audio,studying,positive,65,,9/17/2020,9,2022,,,,,,,,,
5734,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,want,31/12/20 17:24,audio,studying,positive,70,,12/31/2020,12,2092,,,,,,,,,
5735,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,like,26/3/21 0:41,audio,studying,positive,50,,3/26/2021,3,2012,,,,,,,,,
5736,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,like,29/1/21 20:21,audio,studying,positive,50,,1/29/2021,1,2126,,,,,,,,,
5737,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,worried,22/5/21 8:16,audio,studying,negative,12,,5/22/2021,5,2138,,,,,,,,,
5738,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,love,18/5/21 20:12,audio,studying,positive,65,,5/18/2021,5,2138,,,,,,,,,
5739,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,want,25/1/21 14:27,audio,studying,positive,70,,1/25/2021,1,2126,,,,,,,,,
